Category;Artical number;Name;Barcode;Availability;RRP (€);Your price (€);Ordered;Manufacturer;Weight (kg);Dimensions (mm);Quantity per pack;url
Switch 2 Accessories;N2P401;Nintendo Switch 2 Carrying Case & Screen Protector;45496321437;500+ ks;;20,20;0;Nintendo;0,31;140 * 340 * 45;12;https://com.cqe.cz/nintendo-switch-2-carrying-case-screen-protector/
Switch 2 Accessories;N2P402;Nintendo Switch 2 Carrying Case All in One;45496321512;500+ ks;;53,80;0;Nintendo;0,84;248 * 163 * 241;4;https://com.cqe.cz/nintendo-switch-2-carrying-case-all-in-one/
Switch 2 Accessories;N2P201;Nintendo Switch 2 Pro Controller;45496321475;500+ ks;;60,50;0;Nintendo;0,39;125 * 195 * 66;16;https://com.cqe.cz/nintendo-switch-2-pro-controller/
Switch 2 Accessories;N2P202;Nintendo Switch 2 Pro Controller Resident Evil RE;45496321840;500+ ks;;67,20;0;Nintendo;0,39;123 * 200 * 65;16;https://com.cqe.cz/nintendo-switch-2-pro-controller-resident-evil-re/
Switch 2 Accessories;HRSS091;SWITCH 2 HORI Gaming Headset (Levander);4961818042223;13-20 ks;41;25,59;0;HORI;0,51;220 * 100 * 230;8;https://com.cqe.cz/switch-2-hori-gaming-headset-levander/
Switch Lite accessories;NSPL00;Carry Case for Nintendo Switch Lite Animal Cr.Ed.;45496431372;300-499 ks, Discount 1 ks;;16,50;0;Nintendo;0,17;230 * 110 * 35;18;https://com.cqe.cz/carry-case-for-nintendo-switch-lite-animal-cr-ed/
Switch Lite accessories;NSPL03;Screen Protective Filter for Nintendo Switch Lite;873124008128;300-499 ks;9;5,00;0;HORI;0,02;205 * 117 * 2;240;https://com.cqe.cz/screen-protective-filter-for-nintendo-switch-lite/
Switch Lite accessories;NSPL14;Slim Tough Pouch for Nintendo Switch Lite (Blue);873124008234;5-7 ks;10;5,95;0;HORI;0,16;115 * 290 * 40;24;https://com.cqe.cz/slim-tough-pouch-for-nintendo-switch-lite-blue/
Switch OLED accessories;NSP129;Nintendo Switch OLED Carrying Case&Screen Protect.;45496431501;500+ ks;;13,20;0;Nintendo;0,22;300 * 130 * 35;16;https://com.cqe.cz/nintendo-switch-oled-carrying-case-screen-protect/
Switch OLED accessories;HRSS0101;SWITCH 2 Wireless HORIPAD Turbo (Black);4961818042513;Release date 27.3.2026;64;39,67;0;HORI;0,31;157 * 70 * 143;24;https://com.cqe.cz/switch-2-wireless-horipad-turbo-black/
Switch OLED accessories;HRSS0102;SWITCH 2 Wireless HORIPAD Turbo (Frost);4961818042698;Release date 27.3.2026;64;39,67;0;HORI;0,31;157 * 70 * 143;24;https://com.cqe.cz/switch-2-wireless-horipad-turbo-frost/
Switch OLED accessories;NSP214;SWITCH OLED Premium Screen Filter;810050911078;1 ks;27;15,29;0;HORI;0,02;205 * 1 * 117;240;https://com.cqe.cz/switch-oled-premium-screen-filter/
Switch accessories;NSP012;Compact PlayStand for Nintendo Switch - Zelda;873124006896;13-20 ks;15;8,25;0;HORI;0,16;99 * 35 * 200;48;https://com.cqe.cz/compact-playstand-for-nintendo-switch-zelda/
Switch accessories;HRG1013;GameSir Cyclone 2 Bundle Black;6936685221352;300-499 ks;60;36,85;0;GameSir;0,66;178 * 93 * 161;20;https://com.cqe.cz/gamesir-cyclone-2-bundle-black/
Switch accessories;HRG71098;GameSir Nova Lite 2 Luminous White;6936685222533;300-499 ks;41;24,87;0;GameSir;0,44;159 * 150 * 63;30;https://com.cqe.cz/gamesir-nova-lite-2-luminous-white/
Switch accessories;HRG71097;GameSir Nova Lite 2 Midnight Gray;6936685222540;8-12 ks;41;24,87;0;GameSir;0,44;159 * 150 * 63;30;https://com.cqe.cz/gamesir-nova-lite-2-midnight-gray/
Switch accessories;HRG71093;GameSir Nova Lite Multiplat.controller Blush Pink;6936685221734;8-12 ks;29;16,84;0;GameSir;0,3;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-blush-pink/
Switch accessories;HRG71094;GameSir Nova Lite Multiplat.controller Gold Yellow;6936685221697;100-179 ks;29;16,84;0;GameSir;0,3;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-gold-yellow/
Switch accessories;HRG71095;GameSir Nova Lite Multiplat.controller Mint Green;6936685221727;41-99 ks;29;16,84;0;GameSir;0,32;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-mint-green/
Switch accessories;HRG71096;GameSir Nova Lite Multiplat.controller Sky Blue;6936685221710;41-99 ks;29;16,84;0;GameSir;0,3;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-sky-blue/
Switch accessories;HRG7108;GameSir Nova Lite Multiplat.controller Sp. Purple;6936685221413;500+ ks;29;16,84;0;GameSir;0,32;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-sp-purple/
Switch accessories;HRG7109;GameSir Nova Lite Multiplat.controller St. White;6936685221406;500+ ks;29;16,84;0;GameSir;0,32;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-lite-multiplat-controller-st-white/
Switch accessories;HRG7111;GameSir Nova MultiPlalform Controller Neon Teal;6936685220942;300-499 ks, Discount 1 ks;37;21,66;0;GameSir;0,4;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-multiplalform-controller-neon-teal/
Switch accessories;HRG7110;GameSir Nova Multiplatform CONTROLLER Retro White;6936685220935;180-299 ks;37;21,66;0;GameSir;0,42;157 * 145 * 62;30;https://com.cqe.cz/gamesir-nova-multiplatform-controller-retro-white/
Switch accessories;HRG7120;GameSir Super Nova Nightfall Blue;6936685221994;41-99 ks;54;32,60;0;GameSir;0,64;180 * 154 * 86;20;https://com.cqe.cz/gamesir-super-nova-nightfall-blue/
Switch accessories;HRG7121;GameSir Super Nova Whipped Pink;6936685222007;180-299 ks;54;32,60;0;GameSir;0,63;0 * 0 * 0;20;https://com.cqe.cz/gamesir-super-nova-whipped-pink/
Switch accessories;HRG7130;GameSir Tarantula PRO Bundle ed.;6936685221765;8-12 ks;83;52,17;0;GameSir;0,74;101 * 186 * 203;20;https://com.cqe.cz/gamesir-tarantula-pro-bundle-ed/
Switch accessories;NSP020;Joy-Con AA Battery Pack Pair;45496430740;180-299 ks;;17,00;0;Nintendo;0,24;230 * 156 * 75;16;https://com.cqe.cz/joy-con-aa-battery-pack-pair/
Switch accessories;NSP050;Joy-Con Charging Grip;45496430511;500+ ks;;20,00;0;Nintendo;0,22;150 * 141 * 60;18;https://com.cqe.cz/joy-con-charging-grip/
Switch accessories;NSP065;Joy-Con Pair Blue/Neon Yellow;45496431303;500+ ks;;51,50;0;Nintendo;0,18;140 * 120 * 42;12;https://com.cqe.cz/joy-con-pair-blue-neon-yellow/
Switch accessories;NSP075;Joy-Con Pair Neon Green/Neon Pink;45496430795;500+ ks, Discount 1 ks;;51,50;0;Nintendo;0,18;140 * 120 * 42;12;https://com.cqe.cz/joy-con-pair-neon-green-neon-pink/
Switch accessories;NSP078;Joy-Con Pair Neon Purple/Neon Orange;45496431310;500+ ks, Discount 1 ks;;51,50;0;Nintendo;0,18;140 * 120 * 42;12;https://com.cqe.cz/joy-con-pair-neon-purple-neon-orange/
Switch accessories;NSP080;Joy-Con Pair Neon Red/Neon Blue;45496430566;500+ ks;;51,50;0;Nintendo;0,2;140 * 120 * 42;12;https://com.cqe.cz/joy-con-pair-neon-red-neon-blue/
Switch accessories;NSP086;Joy-Con Pair Pastel Pink/Yellow;45496431686;500+ ks;;51,50;0;Nintendo;0,18;140 * 120 * 42;12;https://com.cqe.cz/joy-con-pair-pastel-pink-yellow/
Switch accessories;NSP087;Joy-Con Pair Pastel Purple/Green;45496431693;500+ ks, Discount 2 ks;;51,50;0;Nintendo;0,18;140 * 120 * 42;12;https://com.cqe.cz/joy-con-pair-pastel-purple-green/
Switch accessories;NSP090;Joy-Con Strap Grey;45496430603;Not in stock, On the road 500+ ks 30.6.;;4,00;0;Nintendo;0,04;141 * 62 * 31;24;https://com.cqe.cz/joy-con-strap-grey/
Switch accessories;NSP100;Joy-Con Strap Neon Blue;45496430627;Not in stock, On the road 500+ ks 30.6.;;4,00;0;Nintendo;0,04;141 * 62 * 31;24;https://com.cqe.cz/joy-con-strap-neon-blue/
Switch accessories;NSP110;Joy-Con Strap Neon Red;45496430610;Not in stock, On the road 500+ ks 30.6.;;4,00;0;Nintendo;0,04;141 * 62 * 31;24;https://com.cqe.cz/joy-con-strap-neon-red/
Switch accessories;NSP115;Joy-Con Wheel Pair;45496430634;41-99 ks;;10,00;0;Nintendo;0,21;162 * 137 * 65;12;https://com.cqe.cz/joy-con-wheel-pair/
Switch accessories;NISCA10;Nintendo Sound Clock Alarmo;45496445010;500+ ks, Discount 2 ks;;71,50;0;Nintendo;0,34;160 * 94 * 104;12;https://com.cqe.cz/nintendo-sound-clock-alarmo/
Switch accessories;NSP133;Nintendo Switch Dock Set;45496430702;500+ ks;;60,00;0;Nintendo;0,76;240 * 220 * 60;8;https://com.cqe.cz/nintendo-switch-dock-set/
Switch accessories;NSP140;Nintendo Switch Pro Controller;45496430528;500+ ks;;45,00;0;Nintendo;0,39;160 * 150 * 65;12;https://com.cqe.cz/nintendo-switch-pro-controller/
Switch accessories;NSP1662;SWITCH HORIPAD Turbo (Black);810050911917;41-99 ks;31;17,37;0;HORI;0,35;165 * 145 * 85;24;https://com.cqe.cz/switch-horipad-turbo-black/
Switch accessories;NSP166;SWITCH HORIPAD Turbo (Mario);810050911924;41-99 ks;31;17,37;0;HORI;0,35;165 * 145 * 85;24;https://com.cqe.cz/switch-horipad-turbo-mario/
Switch accessories;NSP1661;SWITCH HORIPAD Turbo (Zelda);810050911931;41-99 ks;31;17,37;0;HORI;0,32;165 * 145 * 85;24;https://com.cqe.cz/switch-horipad-turbo-zelda/
Switch accessories;NSP1653;SWITCH Horipad Mini (Super Mario Series - Mario);810050910835;180-299 ks;21;12,78;0;HORI;0,23;136 * 154 * 53;24;https://com.cqe.cz/switch-horipad-mini-super-mario-series-mario/
Switch accessories;NSP285;SWITCH Mario Kart Racing Wheel Pro DELUXE;873124008616;21-40 ks;124;71,05;0;HORI;3,5;335 * 300 * 294;2;https://com.cqe.cz/switch-mario-kart-racing-wheel-pro-deluxe/
Switch accessories;NSP286;SWITCH Mario Kart Racing Wheel Pro MINI;873124007893;41-99 ks;74;40,56;0;HORI;1,59;275 * 255 * 255;4;https://com.cqe.cz/switch-mario-kart-racing-wheel-pro-mini/
Switch accessories;NSP188;SWITCH Premium Vault Case (Animal Crossing);873124008760;21-40 ks;26;15,00;0;HORI;0,25;319 * 123 * 34;24;https://com.cqe.cz/switch-premium-vault-case-animal-crossing/
Switch accessories;NSP28101;SWITCH Split Pad Compact (PAC-MAN);810050912143;13-20 ks;62;36,22;0;HORI;0,25;160 * 130 * 55;24;https://com.cqe.cz/switch-split-pad-compact-pac-man/
Switch accessories;NSP2820;SWITCH Split Pad Pro (Black);810050910101;Not in stock, On the road 41-99 ks ??.??.;58;29,61;0;HORI;0,29;170 * 158 * 55;24;https://com.cqe.cz/switch-split-pad-pro-black/
Switch accessories;NSP2811;SWITCH Split Pad Pro Attach. Set(Eevee Evolutions);810050911887;21-40 ks;93;57,23;0;HORI;0,42;168 * 143 * 67;24;https://com.cqe.cz/switch-split-pad-pro-attach-set-eevee-evolutions/
Switch accessories;NSP2813;SWITCH Split Pad Pro Attach. Set(Lavender);810050911863;21-40 ks;83;47,99;0;HORI;0,42;168 * 143 * 67;24;https://com.cqe.cz/switch-split-pad-pro-attach-set-lavender/
Switch accessories;HRS750;SWITCH Tough Pouch - City Pop Peach;810050912372;5-7 ks;25;15,03;0;HORI;0,17;270 * 41 * 128;24;https://com.cqe.cz/switch-tough-pouch-city-pop-peach/
Switch accessories;NSP179;SWITCH Tough Pouch - TLoZ: Link's Awakening;873124007992;13-20 ks;23;11,89;0;HORI;0,17;260 * 36 * 115;24;https://com.cqe.cz/switch-tough-pouch-tloz-link-s-awakening/
Switch accessories;NSP1843;SWITCH Vault Case (Splatoon 3);810050911580;13-20 ks;23;11,46;0;HORI;0,25;126 * 262 * 45;24;https://com.cqe.cz/switch-vault-case-splatoon-3/
Switch accessories;NSP1644;SWITCH Wireless HORIPAD (Legend of Zelda);810050912013;41-99 ks;41;23,99;0;HORI;0,32;160 * 120 * 65;24;https://com.cqe.cz/switch-wireless-horipad-legend-of-zelda/
Switch accessories;NSP254;Skyrim Protector for Nintendo Switch;873124006759;41-99 ks;21;12,15;0;HORI;0,2;0 * 0 * 0;24;https://com.cqe.cz/skyrim-protector-for-nintendo-switch/
Switch accessories;NINTF10;Talking Flower;45496510909;500+ ks;;20,50;0;Nintendo;0,33;155 * 130 * 115;10;https://com.cqe.cz/talking-flower/
Switch accessories;NSP220;Wired LAN Adapter for Nintendo Switch;873124006063;21-40 ks;34;18,97;0;HORI;0,09;35 * 100 * 160;48;https://com.cqe.cz/wired-lan-adapter-for-nintendo-switch/
Switch accessories;NSP164;Wireless HORIPAD for Nintendo Switch - Zelda;873124008746;41-99 ks;41;23,99;0;HORI;0,32;178 * 145 * 80;24;https://com.cqe.cz/wireless-horipad-for-nintendo-switch-zelda-2/
Xbox One games;DGMS00006;XONE Gears of War 4 - digital (kupon s kódem);4122018045005;100+ ks;46;34,51;0;Microsoft;0;0 * 0 * 0;0;https://com.cqe.cz/xone-gears-of-war-4-digital-kupon-s-kodem/
Xbox One games;EAX348422;XONE Madden NFL 23;5030939124312;5-7 ks;41;6,00;0;Electronic Arts;0,07;135 * 170 * 15;25;https://com.cqe.cz/xone-madden-nfl-23/
Xbox One games;USX307286;XONE Tom Clancy's Rainbow Six Extraction;3307216145400;500+ ks;33;2,00;0;UbiSoft;0,07;150 * 170 * 15;25;https://com.cqe.cz/xone-tom-clancy-s-rainbow-six-extraction/
Xbox One games;USX307288;XONE Tom Clancy's Rainbow Six Extraction Guard Ed.;3307216216438;41-99 ks;33;4,00;0;UbiSoft;0,07;150 * 170 * 15;25;https://com.cqe.cz/xone-tom-clancy-s-rainbow-six-extraction-guard-ed/
Xbox One games;USX307287;XONE Tom Clancy's Rainbow Six Extraction Lim. Ed.;3307216220435;180-299 ks;33;3,00;0;UbiSoft;0,07;150 * 170 * 15;25;https://com.cqe.cz/xone-tom-clancy-s-rainbow-six-extraction-lim-ed/
Xbox One games;USX307303;XONE Tom Clancy's The Division (Greatest Hits);3307215998540;21-40 ks;33;2,00;0;UbiSoft;0,09;150 * 170 * 15;25;https://com.cqe.cz/xone-tom-clancy-s-the-division-greatest-hits/
Xbox One games;USX307310;XONE Tom Clancy's The Division 2;3307216080749;500+ ks;22;2,00;0;UbiSoft;0,09;150 * 170 * 15;25;https://com.cqe.cz/xone-tom-clancy-s-the-division-2/
Xbox One games;USX384111;XONE Watch_Dogs Legion;3307216135395;300-499 ks;43;3,00;0;UbiSoft;0,09;150 * 170 * 15;25;https://com.cqe.cz/xone-watch_dogs-legion/
Xbox One games;INX250;XONE/XSX Broken Sword - Shadow of the Templars: R.;3760328374524;3-4 ks;41;23,40;0;Red Art Games;0,09;150 * 170 * 13;25;https://com.cqe.cz/xone-xsx-broken-sword-shadow-of-the-templars-r/
Xbox Series X;INX280;XSX Disciples: Domination Deluxe ed.;4260458363867;Release date 31.3.2026;54;33,27;0;Kalypso;0,12;135 * 170 * 15;15;https://com.cqe.cz/xsx-disciples-domination-deluxe-ed/
Xbox Series X;INX300;XSX Frostpunk 2 - Icebreaker Edition;810161630257;2 ks;54;33,20;0;Skybound Games;0,11;135 * 170 * 13;24;https://com.cqe.cz/xsx-frostpunk-2-icebreaker-edition/
Xbox Series X;INX420;XSX Invincible VS;810161632053;Release date 30.4.2026;54;33,27;0;Skybound Games;0,12;135 * 170 * 15;15;https://com.cqe.cz/xsx-invincible-vs/
Xbox Series X;EAX44981;XSX NHL 23;5035228124318;13-20 ks;31;8,00;0;Electronic Arts;0,07;0 * 0 * 0;30;https://com.cqe.cz/xsx-nhl-23/
Xbox Series X;INX675;XSX Orcs Must Die! Deathtrap;810161630714;13-20 ks;41;25,53;0;Skybound Games;0,09;135 * 170 * 13;15;https://com.cqe.cz/xsx-orcs-must-die-deathtrap/
Xbox Series X;EAX45000;XSX Star Wars Jedi: Survivor;5030948124365;3-4 ks;81;20,00;0;Electronic Arts;0,07;130 * 175 * 15;30;https://com.cqe.cz/xsx-star-wars-jedi-survivor/
Xbox Series X;INX850;XSX Terminator 2D: NO FATE - Day One Edition;5061077020433;13-20 ks;58;35,11;0;Reef Entertainment;0,27;150 * 170 * 13;10;https://com.cqe.cz/xsx-terminator-2d-no-fate-day-one-edition/
Xbox Series X;EAX46000;XSX Wild Hearts;5030949125002;2 ks;20;12,98;0;Electronic Arts;0,07;130 * 175 * 15;30;https://com.cqe.cz/xsx-wild-hearts/
amiibo figures;NIFA0127;amiibo Bandana Waddle Dee & Winged Star (Kirby AR);45496381332;41-99 ks;;30,00;0;Nintendo;0,28;140 * 200 * 90;12;https://com.cqe.cz/amiibo-bandana-waddle-dee-winged-star-kirby-ar/
amiibo figures;NIFA0126;amiibo Kirby & Warp Star (Kirby Air Riders);45496381325;300-499 ks;;30,00;0;Nintendo;0,26;140 * 200 * 90;12;https://com.cqe.cz/amiibo-kirby-warp-star-kirby-air-riders/
amiibo figures;NIFA0074;amiibo Kirby - King Dedede;45496380090;41-99 ks;;11,00;0;Nintendo;0,18;130 * 190 * 90;16;https://com.cqe.cz/amiibo-kirby-king-dedede/
amiibo figures;NIFA0073;amiibo Kirby - Meta Knight;45496380083;180-299 ks;;11,00;0;Nintendo;0,13;130 * 190 * 90;16;https://com.cqe.cz/amiibo-kirby-meta-knight/
amiibo figures;NIFA0075;amiibo Kirby - Waddle Dee;45496380106;300-499 ks;;11,00;0;Nintendo;0,12;130 * 190 * 90;16;https://com.cqe.cz/amiibo-kirby-waddle-dee/
amiibo figures;NIFA0128;amiibo Meta Knight & Shadow Star;45496381349;100-179 ks;;30,00;0;Nintendo;0,36;130 * 190 * 90;8;https://com.cqe.cz/amiibo-meta-knight-shadow-star/
amiibo figures;NIFA0681;amiibo Smash Chrom;45496380892;41-99 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;16;https://com.cqe.cz/amiibo-smash-chrom/
amiibo figures;NIFA0668;amiibo Smash Ice Climbers 68;45496380731;41-99 ks;;11,00;0;Nintendo;0,13;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-ice-climbers-68/
amiibo figures;NIFA0680;amiibo Smash Incineroar;45496380878;100-179 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-incineroar/
amiibo figures;NIFA0028;amiibo Smash King Dedede 28;45496352745;100-179 ks;;11,00;0;Nintendo;0,3;130 * 190 * 90;16;https://com.cqe.cz/amiibo-smash-king-dedede-28/
amiibo figures;NIFA0012;amiibo Smash Marth 12;45496352479;41-99 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;16;https://com.cqe.cz/amiibo-smash-marth-12/
amiibo figures;NIFA0029;amiibo Smash Meta Knight 29;45496352752;41-99 ks;;11,00;0;Nintendo;0,3;130 * 190 * 90;16;https://com.cqe.cz/amiibo-smash-meta-knight-29/
amiibo figures;NIFA0002;amiibo Smash Peach 2;45496352370;8-12 ks;;11,00;0;Nintendo;0,11;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-peach-2/
amiibo figures;NIFA0010;amiibo Smash Pikachu 10;45496352455;41-99 ks;;11,00;0;Nintendo;0,11;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-pikachu-10/
amiibo figures;NIFA0644;amiibo Smash Pikmin&Olimar 44;45496353063;100-179 ks;;11,00;0;Nintendo;0,3;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-pikmin-olimar-44/
amiibo figures;NIFA0023;amiibo Smash Sheik 23;45496352585;5-7 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;16;https://com.cqe.cz/amiibo-smash-sheik-23/
amiibo figures;NIFA0676;amiibo Smash Snake 75;45496380816;13-20 ks;;11,00;0;Nintendo;0,09;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-snake-75/
amiibo figures;NIFA0697;amiibo Smash Sora;45496381189;1 ks, Discount 1 ks;;11,00;0;Nintendo;0,09;130 * 190 * 90;16;https://com.cqe.cz/amiibo-smash-sora/
amiibo figures;NIFA0677;amiibo Smash Squirtle 77;45496380823;41-99 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-squirtle/
amiibo figures;NIFA0691;amiibo Smash Steve & Alex 2-Pack;45496381059;180-299 ks;;22,00;0;Nintendo;0,13;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-steve-alex-2-pack/
amiibo figures;NIFA0666;amiibo Smash Wolf 63;45496380717;100-179 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-wolf-63/
amiibo figures;NIFA0640;amiibo Smash Zero Suit Samus 40;45496353032;41-99 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;4;https://com.cqe.cz/amiibo-smash-zero-suit-samus-40/
amiibo figures;NIFA0097;amiibo Splatoon - Inkling Boy;45496380540;180-299 ks;;11,00;0;Nintendo;0,11;140 * 200 * 90;16;https://com.cqe.cz/amiibo-splatoon-inkling-boy/
amiibo figures;NIFA0081;amiibo Splatoon 2-Pack: Callie & Marie;45496380168;300-499 ks;;22,00;0;Nintendo;0,1;130 * 190 * 90;16;https://com.cqe.cz/amiibo-splatoon-2-pack-callie-marie/
amiibo figures;NIFA0045;amiibo Splatoon Boy;45496352950;500+ ks;;11,00;0;Nintendo;0,11;130 * 190 * 90;16;https://com.cqe.cz/amiibo-splatoon-boy/
amiibo figures;NIFA0044;amiibo Splatoon Girl;45496352943;500+ ks;;11,00;0;Nintendo;0,11;130 * 190 * 90;16;https://com.cqe.cz/amiibo-splatoon-girl/
amiibo figures;NIFA0108;amiibo Splatoon Octoling 3-Pack;45496380656;13-20 ks;;33,00;0;Nintendo;0,28;130 * 190 * 90;4;https://com.cqe.cz/amiibo-splatoon-octoling-3-pack/
amiibo figures;NIFA0051;amiibo Splatoon Squid;45496352974;500+ ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;16;https://com.cqe.cz/amiibo-splatoon-squid/
amiibo figures;NIFA00440;amiibo Super Mario - 3 set;45496380618;500+ ks, Discount 1 ks;;33,00;0;Nintendo;0,41;130 * 190 * 90;4;https://com.cqe.cz/amiibo-super-mario-3-set/
amiibo figures;NIFA0040;amiibo Super Mario - Bowser;45496352806;180-299 ks;;11,00;0;Nintendo;0,3;130 * 190 * 90;16;https://com.cqe.cz/amiibo-super-mario-bowser/
amiibo figures;NIFA00432;amiibo Super Mario - Daisy;45496380199;8-12 ks;;11,00;0;Nintendo;0,13;130 * 190 * 90;4;https://com.cqe.cz/amiibo-super-mario-daisy/
amiibo figures;NIFA0043;amiibo Super Mario - Donkey Kong;45496380236;500+ ks, Discount 5-7 ks;;11,00;0;Nintendo;0,15;130 * 190 * 90;16;https://com.cqe.cz/amiibo-super-mario-donkey-kong/
amiibo figures;NIFA00436;amiibo Super Mario - Koopa Troopa;45496353148;8-12 ks;;11,00;0;Nintendo;0,1;130 * 190 * 90;4;https://com.cqe.cz/amiibo-super-mario-koopa-troopa/
amiibo figures;NIFA0037;amiibo Super Mario - Luigi;45496352776;180-299 ks;;11,00;0;Nintendo;0,11;130 * 190 * 90;16;https://com.cqe.cz/amiibo-super-mario-luigi/
amiibo figures;NIFA00430;amiibo Super Mario - Rosalina;45496380229;21-40 ks;;11,00;0;Nintendo;0,12;130 * 190 * 90;4;https://com.cqe.cz/amiibo-super-mario-rosalina/
amiibo figures;NIFA00438;amiibo Super Mario - Wedding Mario;45496380588;41-99 ks;;11,00;0;Nintendo;0,11;130 * 190 * 90;4;https://com.cqe.cz/amiibo-super-mario-wedding-mario/
amiibo figures;NIFA00439;amiibo Super Mario - Wedding Peach;45496380595;21-40 ks;;11,00;0;Nintendo;0,14;130 * 190 * 90;4;https://com.cqe.cz/amiibo-super-mario-wedding-peach/
amiibo figures;NIFA0130;amiibo Super Mario BW - Captain Toad;45496381363;Release date 26.3.2026;;14,50;0;Nintendo;0,11;140 * 200 * 90;16;https://com.cqe.cz/amiibo-super-mario-bw-captain-toad/
amiibo figures;NIFA0129;amiibo Super Mario BW - Elephant Mario;45496381356;Release date 26.3.2026;;14,50;0;Nintendo;0,11;140 * 200 * 90;16;https://com.cqe.cz/amiibo-super-mario-bw-elephant-mario/
amiibo figures;NIFA0131;amiibo Super Mario BW - Poplin & Prince Florian;45496381370;Release date 26.3.2026;;14,50;0;Nintendo;0,11;140 * 200 * 90;16;https://com.cqe.cz/amiibo-super-mario-bw-poplin-prince-florian/
amiibo figures;NIFA0125;amiibo Sylux (Metroid Prime 4);45496381271;300-499 ks;;14,50;0;Nintendo;0,1;140 * 200 * 90;16;https://com.cqe.cz/amiibo-sylux-metroid-prime-4/
amiibo figures;NIFA0105;amiibo The Legend of Zelda Collection;45496380625;300-499 ks;;43,00;0;Nintendo;0,42;320 * 190 * 90;16;https://com.cqe.cz/amiibo-the-legend-of-zelda-collection/
amiibo figures;NIFA0110;amiibo Zelda & Loftwing;45496381028;500+ ks;;18,00;0;Nintendo;0,14;130 * 190 * 90;16;https://com.cqe.cz/amiibo-zelda-loftwing/
amiibo figures;NIFA0118;amiibo Zelda - Riju (Tears of the Kingdom);45496381219;500+ ks;;14,50;0;Nintendo;0,09;140 * 200 * 90;16;https://com.cqe.cz/amiibo-zelda-riju-tears-of-the-kingdom/
amiibo figures;NIFA0119;amiibo Zelda - Sidon (Tears of the Kingdom);45496381226;500+ ks;;14,50;0;Nintendo;0,1;140 * 200 * 90;16;https://com.cqe.cz/amiibo-zelda-sidon-tears-of-the-kingdom/
amiibo figures;NIFA0084;amiibo Zelda - Toon Link (The Wind Waker);45496380380;100-179 ks;;11,00;0;Nintendo;0,09;130 * 190 * 90;16;https://com.cqe.cz/amiibo-zelda-toon-link-the-wind-waker/
amiibo figures;NIFA0120;amiibo Zelda - Tulin (Tears of the Kingdom);45496381233;2 ks;;14,50;0;Nintendo;0,08;140 * 200 * 90;16;https://com.cqe.cz/amiibo-zelda-tulin-tears-of-the-kingdom/
amiibo figures;NIFA0121;amiibo Zelda - Yunobo (Tears of the Kingdom);45496381240;500+ ks;;14,50;0;Nintendo;0,16;140 * 200 * 90;16;https://com.cqe.cz/amiibo-zelda-yunobo-tears-of-the-kingdom/
amiibo figures;NIFA0085;amiibo Zelda - Zelda (The Wind Waker);45496380397;300-499 ks;;11,00;0;Nintendo;0,09;130 * 190 * 90;16;https://com.cqe.cz/amiibo-zelda-zelda-the-wind-waker/
